country,country_code,year,co2_emissions_mt,co2_per_kwh
ESP,ESP,2006,64.49,349.96
ESP,ESP,2007,63.8,340.19
ESP,ESP,2008,62.22,325.75
ESP,ESP,2009,62.32,316.18
ESP,ESP,2010,60.94,305.35
ESP,ESP,2011,60.18,293.45
ESP,ESP,2012,60.05,283.83
ESP,ESP,2013,58.81,270.03
ESP,ESP,2014,57.55,258.87
ESP,ESP,2015,56.2,249.03
ESP,ESP,2016,55.62,237.08
ESP,ESP,2017,53.6,225.25
ESP,ESP,2018,50.98,211.69
ESP,ESP,2019,51.11,205.62
ESP,ESP,2020,48.21,188.85
ESP,ESP,2021,46.95,179.23
ESP,ESP,2022,45.44,169.62
ESP,ESP,2023,42.57,156.73
ESP,ESP,2024,41.07,148.07
EST,EST,2000,1.69,454.92
EST,EST,2001,1.67,439.46
EST,EST,2002,1.66,420.69
EST,EST,2003,1.62,403.84
EST,EST,2004,1.62,389.71
EST,EST,2005,1.59,372.48
EST,EST,2006,1.58,357.85
EST,EST,2007,1.53,342.51
EST,EST,2008,1.51,327.38
EST,EST,2009,1.48,310.58
EST,EST,2010,1.45,297.73
EST,EST,2011,1.41,281.82
EST,EST,2012,1.34,261.63
EST,EST,2013,1.28,244.76
EST,EST,2014,1.26,233.97
EST,EST,2015,1.2,215.92
EST,EST,2016,1.13,197.2
EST,EST,2017,1.08,184.64
EST,EST,2018,1.02,169.81
EST,EST,2019,0.94,152.48
EST,EST,2020,0.89,140.86
EST,EST,2021,0.76,118.09
EST,EST,2022,0.68,103.56
EST,EST,2023,0.64,93.94
EST,EST,2024,0.53,75.71
ETH,ETH,2000,0.62,83.66
ETH,ETH,2001,0.61,80.08
ETH,ETH,2002,0.62,79.82
ETH,ETH,2003,0.66,80.38
ETH,ETH,2004,0.58,70.3
ETH,ETH,2005,0.61,70.74
ETH,ETH,2006,0.65,72.42
ETH,ETH,2007,0.63,68.59
ETH,ETH,2008,0.62,64.55
ETH,ETH,2009,0.64,64.77
ETH,ETH,2010,0.65,63.58
ETH,ETH,2011,0.62,58.62
ETH,ETH,2012,0.63,58.15
ETH,ETH,2013,0.65,58.27
ETH,ETH,2014,0.6,52.27
ETH,ETH,2015,0.63,52.64
ETH,ETH,2016,0.59,47.53
ETH,ETH,2017,0.59,46.3
ETH,ETH,2018,0.6,45.46
ETH,ETH,2019,0.53,38.73
ETH,ETH,2020,0.52,36.88
ETH,ETH,2021,0.49,33.99
ETH,ETH,2022,0.47,31.3
ETH,ETH,2023,0.53,34.48
ETH,ETH,2024,0.48,29.42
FIN,FIN,2000,8.07,242.97
FIN,FIN,2001,8.3,241.41
FIN,FIN,2002,8.23,231.58
FIN,FIN,2003,8.31,227.65
FIN,FIN,2004,8.2,217.46
FIN,FIN,2005,8.29,210.8
FIN,FIN,2006,8.37,208.34
FIN,FIN,2007,8.37,200.68
FIN,FIN,2008,8.22,190.08
FIN,FIN,2009,8.18,184.6
FIN,FIN,2010,8.17,177.69
FIN,FIN,2011,8.15,172.55
FIN,FIN,2012,8.1,164.1
FIN,FIN,2013,8.03,157.55
FIN,FIN,2014,7.88,151.5
FIN,FIN,2015,7.64,140.34
FIN,FIN,2016,7.76,139.71
FIN,FIN,2017,7.58,131.7
FIN,FIN,2018,7.42,125.08
FIN,FIN,2019,7.22,117.68
FIN,FIN,2020,7.05,111.72
FIN,FIN,2021,6.72,102.97
FIN,FIN,2022,6.18,91.43
FIN,FIN,2023,6.33,91.26
FIN,FIN,2024,5.98,83.18
FJI,FJI,2000,0.11,246.08
FJI,FJI,2001,0.11,243.23
FJI,FJI,2002,0.12,239.97
FJI,FJI,2003,0.12,233.28
FJI,FJI,2004,0.12,231.14
FJI,FJI,2005,0.12,224.7
FJI,FJI,2006,0.12,218.15
FJI,FJI,2007,0.12,214.42
FJI,FJI,2008,0.13,213.97
FJI,FJI,2009,0.13,204.96
FJI,FJI,2010,0.13,204.82
FJI,FJI,2011,0.13,200.11
FJI,FJI,2012,0.13,191.79
FJI,FJI,2013,0.13,189.21
FJI,FJI,2014,0.13,182.72
FJI,FJI,2015,0.13,179.93
FJI,FJI,2016,0.14,177.36
FJI,FJI,2017,0.14,171.11
FJI,FJI,2018,0.14,165.93
FJI,FJI,2019,0.14,160.5
FJI,FJI,2020,0.14,158.07
FJI,FJI,2021,0.14,151.84
FJI,FJI,2022,0.14,147.55
FJI,FJI,2023,0.14,142.04
FJI,FJI,2024,0.14,142.18
FRA,FRA,2000,36.29,126.13
FRA,FRA,2001,35.67,121.21
FRA,FRA,2002,36.14,119.6
FRA,FRA,2003,36.22,117.24
FRA,FRA,2004,35.57,111.19
FRA,FRA,2005,35.8,109.17
FRA,FRA,2006,35.74,105.79
FRA,FRA,2007,36.36,104.44
FRA,FRA,2008,34.79,97.46
FRA,FRA,2009,35.53,97.79
FRA,FRA,2010,35.08,94.25
FRA,FRA,2011,35.3,92.13
FRA,FRA,2012,33.4,85.48
FRA,FRA,2013,33.71,83.88
FRA,FRA,2014,32.02,77.52
FRA,FRA,2015,31.88,74.6
FRA,FRA,2016,32.66,74.67
FRA,FRA,2017,31.52,70.57
FRA,FRA,2018,30.35,65.71
FRA,FRA,2019,29.48,62.85
FRA,FRA,2020,27.08,55.52
FRA,FRA,2021,25.99,52.74
FRA,FRA,2022,26.58,51.58
FRA,FRA,2023,24.37,46.02
FRA,FRA,2024,23.42,43.68
GAB,GAB,2000,0.34,330.76
GAB,GAB,2001,0.37,329.15
GAB,GAB,2002,0.37,326.03
GAB,GAB,2003,0.39,323.83
GAB,GAB,2004,0.4,326.39
GAB,GAB,2005,0.42,323.99
GAB,GAB,2006,0.44,322.79
GAB,GAB,2007,0.45,319.53
GAB,GAB,2008,0.48,322.29
GAB,GAB,2009,0.49,316.81
GAB,GAB,2010,0.52,318.52
GAB,GAB,2011,0.54,316.87
GAB,GAB,2012,0.56,312.6
GAB,GAB,2013,0.58,314.18
GAB,GAB,2014,0.61,313.39
GAB,GAB,2015,0.62,310.7
GAB,GAB,2016,0.66,310.81
GAB,GAB,2017,0.69,309.0
GAB,GAB,2018,0.72,308.98
GAB,GAB,2019,0.75,312.35
GAB,GAB,2020,0.78,309.0
GAB,GAB,2021,0.8,305.69
GAB,GAB,2022,0.84,306.86
GAB,GAB,2023,0.87,306.36
GAB,GAB,2024,0.91,302.97
GBR,GBR,2000,62.97,447.32
GBR,GBR,2001,63.48,438.43
GBR,GBR,2002,62.92,421.96
GBR,GBR,2003,63.21,409.78
GBR,GBR,2004,63.59,405.85
GBR,GBR,2005,63.43,388.69
GBR,GBR,2006,63.81,379.74
GBR,GBR,2007,63.6,369.36
GBR,GBR,2008,63.16,356.56
GBR,GBR,2009,62.9,347.31
GBR,GBR,2010,62.62,332.63
GBR,GBR,2011,62.76,322.43
GBR,GBR,2012,62.02,312.31
GBR,GBR,2013,62.16,302.14
GBR,GBR,2014,61.93,290.74
GBR,GBR,2015,60.37,276.92
GBR,GBR,2016,60.55,268.96
GBR,GBR,2017,59.87,256.95
GBR,GBR,2018,57.73,244.19
GBR,GBR,2019,56.62,230.33
GBR,GBR,2020,57.75,226.67
GBR,GBR,2021,55.61,212.62
GBR,GBR,2022,53.3,198.39
GBR,GBR,2023,53.2,192.4
GBR,GBR,2024,50.07,175.7
GEO,GEO,2000,0.89,141.26
GEO,GEO,2001,0.92,140.89
GEO,GEO,2002,0.92,136.06
GEO,GEO,2003,0.91,132.65
GEO,GEO,2004,0.96,135.11
GEO,GEO,2005,0.96,129.64
GEO,GEO,2006,0.96,126.86
GEO,GEO,2007,0.98,125.22
GEO,GEO,2008,1.01,126.05
GEO,GEO,2009,1.0,121.0
GEO,GEO,2010,1.03,120.83
GEO,GEO,2011,1.02,115.26
GEO,GEO,2012,1.03,114.67
GEO,GEO,2013,1.08,115.35
GEO,GEO,2014,1.09,113.31
GEO,GEO,2015,1.08,108.57
GEO,GEO,2016,1.07,105.13
GEO,GEO,2017,1.11,105.88
GEO,GEO,2018,1.09,100.97
GEO,GEO,2019,1.11,99.79
GEO,GEO,2020,1.12,96.67
GEO,GEO,2021,1.09,91.26
GEO,GEO,2022,1.15,93.37
GEO,GEO,2023,1.16,92.04
GEO,GEO,2024,1.11,85.49
GHA,GHA,2000,2.36,316.53
GHA,GHA,2001,2.44,315.74
GHA,GHA,2002,2.57,317.5
GHA,GHA,2003,2.63,313.12
GHA,GHA,2004,2.75,313.11
GHA,GHA,2005,2.81,308.48
GHA,GHA,2006,2.94,310.99
GHA,GHA,2007,3.08,310.39
GHA,GHA,2008,3.2,309.18
GHA,GHA,2009,3.3,309.75
GHA,GHA,2010,3.49,310.84
GHA,GHA,2011,3.57,306.52
GHA,GHA,2012,3.78,307.14
GHA,GHA,2013,3.82,303.03
GHA,GHA,2014,4.02,303.01
GHA,GHA,2015,4.16,302.11
GHA,GHA,2016,4.37,305.08
GHA,GHA,2017,4.5,300.74
GHA,GHA,2018,4.7,301.21
GHA,GHA,2019,4.86,296.79
GHA,GHA,2020,5.09,299.63
GHA,GHA,2021,5.28,296.65
GHA,GHA,2022,5.42,295.51
GHA,GHA,2023,5.72,296.15
GHA,GHA,2024,5.94,296.57
GIB,GIB,2000,0.04,525.56
GIB,GIB,2001,0.04,525.68
GIB,GIB,2002,0.04,522.27
GIB,GIB,2003,0.04,518.88
GIB,GIB,2004,0.05,519.09
GIB,GIB,2005,0.05,510.69
GIB,GIB,2006,0.05,507.09
GIB,GIB,2007,0.05,504.18
GIB,GIB,2008,0.05,503.98
GIB,GIB,2009,0.05,500.08
GIB,GIB,2010,0.05,490.54
GIB,GIB,2011,0.06,490.67
GIB,GIB,2012,0.06,485.97
GIB,GIB,2013,0.06,481.06
GIB,GIB,2014,0.06,480.63
GIB,GIB,2015,0.07,475.27
GIB,GIB,2016,0.07,473.07
GIB,GIB,2017,0.07,468.79
GIB,GIB,2018,0.07,466.97
GIB,GIB,2019,0.07,461.02
GIB,GIB,2020,0.08,457.57
GIB,GIB,2021,0.08,454.11
GIB,GIB,2022,0.08,455.75
GIB,GIB,2023,0.08,446.23
GIB,GIB,2024,0.09,444.62
GIN,GIN,2000,0.26,251.25
GIN,GIN,2001,0.26,245.62
GIN,GIN,2002,0.26,239.02
GIN,GIN,2003,0.26,233.56
GIN,GIN,2004,0.27,231.7
GIN,GIN,2005,0.26,220.69
GIN,GIN,2006,0.26,218.25
GIN,GIN,2007,0.27,213.97
GIN,GIN,2008,0.28,212.35
GIN,GIN,2009,0.27,203.74
GIN,GIN,2010,0.28,202.53
GIN,GIN,2011,0.27,194.75
GIN,GIN,2012,0.28,190.53
GIN,GIN,2013,0.27,185.22
GIN,GIN,2014,0.28,180.01
GIN,GIN,2015,0.28,175.78
GIN,GIN,2016,0.28,174.86
GIN,GIN,2017,0.27,164.94
GIN,GIN,2018,0.28,163.49
GIN,GIN,2019,0.28,158.51
GIN,GIN,2020,0.28,153.06
GIN,GIN,2021,0.28,150.3
GIN,GIN,2022,0.28,146.28
GIN,GIN,2023,0.26,135.78
GIN,GIN,2024,0.27,133.63
GLP,GLP,2000,0.42,405.56
GLP,GLP,2001,0.42,390.19
GLP,GLP,2002,0.42,382.61
GLP,GLP,2003,0.42,374.96
GLP,GLP,2004,0.42,362.59
GLP,GLP,2005,0.43,354.74
GLP,GLP,2006,0.43,345.99
GLP,GLP,2007,0.43,334.68
GLP,GLP,2008,0.42,327.47
GLP,GLP,2009,0.42,314.42
GLP,GLP,2010,0.42,305.26
GLP,GLP,2011,0.41,295.1
GLP,GLP,2012,0.42,288.82
GLP,GLP,2013,0.42,279.92
GLP,GLP,2014,0.41,265.02
GLP,GLP,2015,0.4,253.68
GLP,GLP,2016,0.4,250.72
GLP,GLP,2017,0.4,238.88
GLP,GLP,2018,0.39,228.62
GLP,GLP,2019,0.38,217.62
GLP,GLP,2020,0.38,211.31
GLP,GLP,2021,0.37,200.55
GLP,GLP,2022,0.36,189.67
GLP,GLP,2023,0.36,185.74
GLP,GLP,2024,0.34,171.29
GMB,GMB,2000,0.11,559.65
GMB,GMB,2001,0.11,554.22
GMB,GMB,2002,0.11,554.56
GMB,GMB,2003,0.12,549.92
GMB,GMB,2004,0.11,545.38
GMB,GMB,2005,0.12,540.96
GMB,GMB,2006,0.12,534.97
GMB,GMB,2007,0.12,531.23
GMB,GMB,2008,0.13,526.93
GMB,GMB,2009,0.13,524.48
GMB,GMB,2010,0.14,519.55
GMB,GMB,2011,0.14,516.2
GMB,GMB,2012,0.14,509.37
GMB,GMB,2013,0.14,503.88
GMB,GMB,2014,0.14,498.94
GMB,GMB,2015,0.15,496.15
GMB,GMB,2016,0.15,495.35
GMB,GMB,2017,0.16,489.48
GMB,GMB,2018,0.16,483.61
GMB,GMB,2019,0.16,480.5
GMB,GMB,2020,0.17,473.43
GMB,GMB,2021,0.17,471.19
GMB,GMB,2022,0.18,468.68
GMB,GMB,2023,0.18,461.4
GMB,GMB,2024,0.18,459.14
GNB,GNB,2000,0.03,649.1
GNB,GNB,2001,0.03,644.96
GNB,GNB,2002,0.03,639.62
GNB,GNB,2003,0.03,634.45
GNB,GNB,2004,0.03,628.86
GNB,GNB,2005,0.03,623.3
GNB,GNB,2006,0.03,616.46
GNB,GNB,2007,0.03,609.35
GNB,GNB,2008,0.03,605.82
GNB,GNB,2009,0.04,601.81
GNB,GNB,2010,0.04,593.75
GNB,GNB,2011,0.04,585.92
GNB,GNB,2012,0.03,583.11
GNB,GNB,2013,0.04,579.43
GNB,GNB,2014,0.04,572.81
GNB,GNB,2015,0.04,565.43
GNB,GNB,2016,0.04,560.72
GNB,GNB,2017,0.04,557.74
GNB,GNB,2018,0.04,548.97
GNB,GNB,2019,0.04,543.78
GNB,GNB,2020,0.05,538.87
GNB,GNB,2021,0.05,534.77
GNB,GNB,2022,0.05,528.4
GNB,GNB,2023,0.05,521.1
GNB,GNB,2024,0.05,519.37
GNQ,GNQ,2000,0.18,399.16
GNQ,GNQ,2001,0.19,395.72
GNQ,GNQ,2002,0.2,400.45
GNQ,GNQ,2003,0.2,394.93
GNQ,GNQ,2004,0.2,390.15
GNQ,GNQ,2005,0.21,389.1
GNQ,GNQ,2006,0.22,389.16
GNQ,GNQ,2007,0.22,386.37
GNQ,GNQ,2008,0.23,383.61
GNQ,GNQ,2009,0.24,382.41
GNQ,GNQ,2010,0.24,379.58
GNQ,GNQ,2011,0.24,376.42
GNQ,GNQ,2012,0.25,374.6
GNQ,GNQ,2013,0.26,373.77
GNQ,GNQ,2014,0.27,374.65
GNQ,GNQ,2015,0.27,367.97
GNQ,GNQ,2016,0.28,368.74
GNQ,GNQ,2017,0.29,364.56
GNQ,GNQ,2018,0.3,363.42
GNQ,GNQ,2019,0.31,360.42
GNQ,GNQ,2020,0.32,360.99
GNQ,GNQ,2021,0.33,357.51
GNQ,GNQ,2022,0.33,354.46
GNQ,GNQ,2023,0.34,353.85
GNQ,GNQ,2024,0.35,353.5
GRC,GRC,2000,9.96,530.87
GRC,GRC,2001,10.25,519.85
GRC,GRC,2002,10.52,512.12
GRC,GRC,2003,10.65,497.96
GRC,GRC,2004,10.89,489.19
GRC,GRC,2005,11.08,479.24
GRC,GRC,2006,11.33,469.47
GRC,GRC,2007,11.52,458.18
GRC,GRC,2008,11.85,447.72
GRC,GRC,2009,12.01,436.13
GRC,GRC,2010,12.2,428.5
GRC,GRC,2011,12.35,414.37
GRC,GRC,2012,12.77,407.07
GRC,GRC,2013,12.88,393.76
GRC,GRC,2014,13.2,385.7
GRC,GRC,2015,13.41,374.27
GRC,GRC,2016,13.68,368.51
GRC,GRC,2017,13.63,352.36
GRC,GRC,2018,13.92,342.0
GRC,GRC,2019,14.0,333.33
GRC,GRC,2020,14.07,319.95
GRC,GRC,2021,14.25,309.8
GRC,GRC,2022,14.55,303.78
GRC,GRC,2023,14.5,289.42
GRC,GRC,2024,14.68,280.71
GRD,GRD,2000,0.08,608.75
GRD,GRD,2001,0.08,595.99
GRD,GRD,2002,0.08,589.6
GRD,GRD,2003,0.08,587.6
GRD,GRD,2004,0.08,582.62
GRD,GRD,2005,0.09,573.5
GRD,GRD,2006,0.08,565.69
GRD,GRD,2007,0.09,559.52
GRD,GRD,2008,0.09,551.83
GRD,GRD,2009,0.09,551.29
GRD,GRD,2010,0.09,543.67
GRD,GRD,2011,0.1,534.35
GRD,GRD,2012,0.1,529.66
GRD,GRD,2013,0.09,520.37
GRD,GRD,2014,0.1,514.9
GRD,GRD,2015,0.1,504.7
GRD,GRD,2016,0.1,499.03
GRD,GRD,2017,0.1,495.09
GRD,GRD,2018,0.1,490.1
GRD,GRD,2019,0.11,481.34
GRD,GRD,2020,0.1,474.41
GRD,GRD,2021,0.11,464.09
GRD,GRD,2022,0.11,459.67
GRD,GRD,2023,0.11,450.15
GRD,GRD,2024,0.11,443.63
GRL,GRL,2000,0.04,177.95
GRL,GRL,2001,0.04,177.11
GRL,GRL,2002,0.04,171.72
GRL,GRL,2003,0.04,173.33
GRL,GRL,2004,0.04,172.53
GRL,GRL,2005,0.04,166.07
GRL,GRL,2006,0.04,167.74
GRL,GRL,2007,0.04,164.95
GRL,GRL,2008,0.04,162.39
GRL,GRL,2009,0.04,160.39
GRL,GRL,2010,0.05,155.54
GRL,GRL,2011,0.05,155.21
GRL,GRL,2012,0.05,156.35
GRL,GRL,2013,0.05,152.33
GRL,GRL,2014,0.05,152.54
GRL,GRL,2015,0.05,147.79
GRL,GRL,2016,0.05,147.47
GRL,GRL,2017,0.05,140.35
GRL,GRL,2018,0.06,142.46
GRL,GRL,2019,0.06,138.33
GRL,GRL,2020,0.06,139.84
GRL,GRL,2021,0.06,138.07
GRL,GRL,2022,0.06,133.01
GRL,GRL,2023,0.06,132.45
GRL,GRL,2024,0.06,129.5
GTM,GTM,2000,2.15,350.05
GTM,GTM,2001,2.16,344.13
GTM,GTM,2002,2.16,332.32
GTM,GTM,2003,2.2,323.77
GTM,GTM,2004,2.18,310.33
GTM,GTM,2005,2.21,304.54
GTM,GTM,2006,2.22,295.77
GTM,GTM,2007,2.24,291.16
GTM,GTM,2008,2.23,279.14
GTM,GTM,2009,2.21,267.79
GTM,GTM,2010,2.25,260.94
GTM,GTM,2011,2.24,251.12
GTM,GTM,2012,2.21,239.49
GTM,GTM,2013,2.19,231.79
GTM,GTM,2014,2.23,225.46
GTM,GTM,2015,2.21,215.35
GTM,GTM,2016,2.18,205.93
GTM,GTM,2017,2.19,198.77
GTM,GTM,2018,2.14,187.86
GTM,GTM,2019,2.11,179.11
GTM,GTM,2020,2.03,168.41
GTM,GTM,2021,2.08,164.13
GTM,GTM,2022,1.98,151.84
GTM,GTM,2023,1.99,146.16
GTM,GTM,2024,1.85,132.27
GUF,GUF,2000,0.1,322.37
GUF,GUF,2001,0.11,320.7
GUF,GUF,2002,0.11,310.09
GUF,GUF,2003,0.11,302.65
GUF,GUF,2004,0.11,296.95
GUF,GUF,2005,0.12,291.96
GUF,GUF,2006,0.12,285.22
GUF,GUF,2007,0.12,280.39
GUF,GUF,2008,0.13,273.54
GUF,GUF,2009,0.13,261.48
GUF,GUF,2010,0.13,257.51
GUF,GUF,2011,0.13,251.83
GUF,GUF,2012,0.14,243.45
GUF,GUF,2013,0.14,236.16
GUF,GUF,2014,0.14,232.56
GUF,GUF,2015,0.15,228.38
GUF,GUF,2016,0.15,219.83
GUF,GUF,2017,0.15,217.17
GUF,GUF,2018,0.16,209.36
GUF,GUF,2019,0.16,198.01
GUF,GUF,2020,0.16,195.89
GUF,GUF,2021,0.16,189.51
GUF,GUF,2022,0.17,184.83
GUF,GUF,2023,0.17,175.34
GUF,GUF,2024,0.18,175.82
GUM,GUM,2000,0.6,544.08
GUM,GUM,2001,0.61,538.76
GUM,GUM,2002,0.63,536.26
GUM,GUM,2003,0.62,529.39
GUM,GUM,2004,0.65,530.37
GUM,GUM,2005,0.65,522.86
GUM,GUM,2006,0.67,519.61
GUM,GUM,2007,0.67,513.76
GUM,GUM,2008,0.69,513.26
GUM,GUM,2009,0.7,505.82
GUM,GUM,2010,0.72,503.58
GUM,GUM,2011,0.73,502.35
GUM,GUM,2012,0.73,494.99
GUM,GUM,2013,0.74,487.9
GUM,GUM,2014,0.76,484.55
GUM,GUM,2015,0.77,479.7
GUM,GUM,2016,0.78,478.0
GUM,GUM,2017,0.79,474.41
GUM,GUM,2018,0.81,468.79
GUM,GUM,2019,0.82,465.6
GUM,GUM,2020,0.83,462.21
GUM,GUM,2021,0.85,459.62
GUM,GUM,2022,0.86,455.23
GUM,GUM,2023,0.89,455.12
GUM,GUM,2024,0.89,444.64
HKG,HKG,2000,10.92,503.23
HKG,HKG,2001,11.27,499.72
HKG,HKG,2002,11.51,501.07
HKG,HKG,2003,11.65,492.67
HKG,HKG,2004,11.9,495.11
HKG,HKG,2005,12.25,494.65
HKG,HKG,2006,12.36,491.72
HKG,HKG,2007,12.78,491.84
HKG,HKG,2008,13.05,488.85
HKG,HKG,2009,13.32,484.8
HKG,HKG,2010,13.46,482.46
HKG,HKG,2011,13.85,480.57
HKG,HKG,2012,14.16,482.9
HKG,HKG,2013,14.5,479.33
HKG,HKG,2014,14.86,478.64
HKG,HKG,2015,15.05,475.82
HKG,HKG,2016,15.59,474.63
HKG,HKG,2017,15.71,472.09
HKG,HKG,2018,16.31,473.0
HKG,HKG,2019,16.49,469.13
HKG,HKG,2020,16.92,468.06
HKG,HKG,2021,17.2,465.45
HKG,HKG,2022,17.5,461.42
HKG,HKG,2023,17.97,461.83
HKG,HKG,2024,18.12,456.72
HND,HND,2000,1.76,343.86
HND,HND,2001,1.78,337.91
HND,HND,2002,1.8,330.21
HND,HND,2003,1.79,318.91
HND,HND,2004,1.8,308.5
HND,HND,2005,1.79,297.77
HND,HND,2006,1.78,290.47
HND,HND,2007,1.81,284.1
HND,HND,2008,1.79,273.11
HND,HND,2009,1.79,262.27
HND,HND,2010,1.79,253.5
HND,HND,2011,1.78,244.91
HND,HND,2012,1.77,236.3
HND,HND,2013,1.77,227.56
HND,HND,2014,1.75,219.06
HND,HND,2015,1.72,209.4
HND,HND,2016,1.72,201.13
HND,HND,2017,1.69,193.0
HND,HND,2018,1.69,184.8
HND,HND,2019,1.64,173.9
HND,HND,2020,1.58,163.28
HND,HND,2021,1.53,152.32
HND,HND,2022,1.52,147.15
HND,HND,2023,1.47,139.12
HND,HND,2024,1.42,128.63
HRV,HRV,2000,1.66,328.69
HRV,HRV,2001,1.7,324.41
HRV,HRV,2002,1.74,317.95
HRV,HRV,2003,1.77,310.05
HRV,HRV,2004,1.81,305.07
HRV,HRV,2005,1.87,297.06
HRV,HRV,2006,1.87,287.54
HRV,HRV,2007,1.93,283.84
HRV,HRV,2008,1.93,274.3
HRV,HRV,2009,1.98,266.71
HRV,HRV,2010,2.0,260.01
HRV,HRV,2011,2.03,251.53
HRV,HRV,2012,2.07,246.72
HRV,HRV,2013,2.11,242.51
HRV,HRV,2014,2.17,236.04
HRV,HRV,2015,2.17,226.57
HRV,HRV,2016,2.21,220.6
HRV,HRV,2017,2.25,215.36
HRV,HRV,2018,2.2,203.4
HRV,HRV,2019,2.22,194.9
HRV,HRV,2020,2.31,196.78
HRV,HRV,2021,2.31,185.69
HRV,HRV,2022,2.28,177.13
HRV,HRV,2023,2.3,171.13
HRV,HRV,2024,2.27,163.09
HTI,HTI,2000,0.17,441.6
HTI,HTI,2001,0.17,436.65
HTI,HTI,2002,0.18,431.16
HTI,HTI,2003,0.19,431.09
HTI,HTI,2004,0.19,422.62
HTI,HTI,2005,0.2,417.83
HTI,HTI,2006,0.21,413.14
HTI,HTI,2007,0.22,414.86
HTI,HTI,2008,0.23,404.31
HTI,HTI,2009,0.24,403.4
HTI,HTI,2010,0.24,397.54
HTI,HTI,2011,0.26,396.79
HTI,HTI,2012,0.27,392.33
HTI,HTI,2013,0.28,386.7
HTI,HTI,2014,0.29,385.87
HTI,HTI,2015,0.3,380.03
HTI,HTI,2016,0.31,374.15
HTI,HTI,2017,0.32,370.3
HTI,HTI,2018,0.33,366.11
HTI,HTI,2019,0.35,364.53
HTI,HTI,2020,0.35,356.16
HTI,HTI,2021,0.37,354.23
HTI,HTI,2022,0.39,351.12
HTI,HTI,2023,0.4,348.21
HTI,HTI,2024,0.41,344.56
HUN,HUN,2000,4.7,320.31
HUN,HUN,2001,4.7,310.62
HUN,HUN,2002,4.83,308.03
HUN,HUN,2003,4.94,302.04
HUN,HUN,2004,5.02,295.64
HUN,HUN,2005,5.11,288.69
HUN,HUN,2006,5.21,285.14
HUN,HUN,2007,5.35,280.14
HUN,HUN,2008,5.42,275.54
HUN,HUN,2009,5.57,271.19
HUN,HUN,2010,5.62,266.45
HUN,HUN,2011,5.75,259.48
HUN,HUN,2012,5.74,254.15
HUN,HUN,2013,5.83,248.93
HUN,HUN,2014,5.84,239.86
HUN,HUN,2015,6.07,239.12
HUN,HUN,2016,6.21,235.87
HUN,HUN,2017,6.27,227.4
HUN,HUN,2018,6.39,227.03
HUN,HUN,2019,6.42,221.35
HUN,HUN,2020,6.38,211.3
HUN,HUN,2021,6.53,207.25
HUN,HUN,2022,6.56,201.28
HUN,HUN,2023,6.79,201.38
HUN,HUN,2024,6.79,192.85
IDN,IDN,2000,105.16,647.6
IDN,IDN,2001,107.98,644.94
IDN,IDN,2002,111.99,645.08
IDN,IDN,2003,114.67,645.59
IDN,IDN,2004,118.29,644.04
IDN,IDN,2005,120.95,640.63
IDN,IDN,2006,123.88,638.77
IDN,IDN,2007,127.7,634.02
IDN,IDN,2008,130.4,634.78
IDN,IDN,2009,135.47,638.98
IDN,IDN,2010,138.59,635.28
IDN,IDN,2011,142.76,632.75
IDN,IDN,2012,147.04,632.59
IDN,IDN,2013,152.71,632.39
IDN,IDN,2014,155.72,630.79
IDN,IDN,2015,159.63,629.97
IDN,IDN,2016,163.54,627.86
IDN,IDN,2017,168.52,627.35
IDN,IDN,2018,173.67,622.53
IDN,IDN,2019,177.24,623.55
IDN,IDN,2020,182.94,622.41
IDN,IDN,2021,188.08,623.48
IDN,IDN,2022,194.96,622.81
IDN,IDN,2023,197.81,619.12
IDN,IDN,2024,202.88,615.17
IND,IND,2000,803.56,692.18
IND,IND,2001,830.35,696.09
IND,IND,2002,833.97,688.01
IND,IND,2003,848.72,687.52
IND,IND,2004,862.07,682.13
IND,IND,2005,871.82,679.26
IND,IND,2006,894.08,678.41
IND,IND,2007,903.9,670.72
IND,IND,2008,920.72,670.71
IND,IND,2009,939.0,665.37
IND,IND,2010,958.59,665.66
IND,IND,2011,980.64,665.14
IND,IND,2012,997.13,662.09
IND,IND,2013,1011.87,658.18
IND,IND,2014,1035.31,659.28
IND,IND,2015,1054.75,652.69
IND,IND,2016,1064.61,646.22
IND,IND,2017,1094.57,651.13
IND,IND,2018,1098.81,644.12
IND,IND,2019,1130.46,636.85
IND,IND,2020,1142.66,639.7
IND,IND,2021,1177.16,637.91
IND,IND,2022,1194.35,637.35
IND,IND,2023,1209.79,626.22
IND,IND,2024,1231.9,624.47
IRL,IRL,2000,8.05,512.4
IRL,IRL,2001,8.18,503.95
IRL,IRL,2002,8.2,492.04
IRL,IRL,2003,8.44,482.56
IRL,IRL,2004,8.44,470.16
IRL,IRL,2005,8.53,460.74
IRL,IRL,2006,8.58,449.8
IRL,IRL,2007,8.66,436.04
IRL,IRL,2008,8.68,424.66
IRL,IRL,2009,8.67,410.78
IRL,IRL,2010,8.86,402.86
IRL,IRL,2011,8.98,394.04
IRL,IRL,2012,8.9,380.32
IRL,IRL,2013,9.1,372.38
IRL,IRL,2014,9.12,361.36
IRL,IRL,2015,9.2,349.4
IRL,IRL,2016,9.01,335.58
IRL,IRL,2017,9.12,327.69
IRL,IRL,2018,9.02,315.69
IRL,IRL,2019,9.04,306.16
IRL,IRL,2020,8.97,291.32
