country,country_code,year,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,wind_pct,solar_pct,other_renewables_pct,total_generation_twh,region,battery_storage_mwh,pumped_hydro_mwh
ISL,ISL,2014,3.14,0.0,2.06,0.0,71.92,0.01,0.25,22.62,14.54,Europe,2.08,21.89
ISL,ISL,2015,2.64,0.0,2.05,0.0,71.82,0.0,0.0,23.49,14.93,Europe,2.82,23.09
ISL,ISL,2016,2.42,0.06,1.43,0.0,71.66,0.0,0.0,24.43,15.58,Europe,3.94,23.84
ISL,ISL,2017,2.57,0.11,1.21,0.0,71.78,0.0,0.0,24.33,16.08,Europe,5.1,25.31
ISL,ISL,2018,1.53,0.09,1.17,0.0,72.17,0.0,0.0,25.04,16.52,Europe,6.87,27.01
ISL,ISL,2019,1.68,0.2,0.65,0.0,71.94,0.03,0.01,25.49,17.01,Europe,9.34,26.7
ISL,ISL,2020,1.32,0.29,1.01,0.0,71.58,0.01,0.0,25.79,17.52,Europe,12.44,27.86
ISL,ISL,2021,1.0,0.0,0.47,0.0,72.0,0.0,0.0,26.53,18.18,Europe,17.48,29.13
ISL,ISL,2022,1.12,0.42,0.54,0.0,71.36,0.0,0.17,26.39,18.88,Europe,22.93,30.15
ISL,ISL,2023,0.22,0.07,0.16,0.0,72.0,0.0,0.16,27.39,19.49,Europe,31.13,31.47
ISL,ISL,2024,0.06,0.03,0.0,0.0,71.69,0.0,0.0,28.22,20.06,Europe,40.85,32.79
ISR,ISR,2000,26.03,2.18,62.18,0.0,0.0,0.2,0.52,8.89,33.32,Asia,0.0,1.35
ISR,ISR,2001,25.06,1.81,62.08,0.0,0.0,0.48,1.0,9.57,34.29,Asia,0.0,1.48
ISR,ISR,2002,24.55,1.67,62.15,0.0,0.27,0.03,2.04,9.29,35.58,Asia,0.0,1.57
ISR,ISR,2003,24.5,1.95,61.35,0.0,0.0,0.51,2.12,9.57,36.74,Asia,0.0,1.73
ISR,ISR,2004,23.66,1.77,61.63,0.0,0.0,0.22,2.84,9.88,38.41,Asia,0.0,1.79
ISR,ISR,2005,23.58,1.39,60.9,0.0,0.0,0.19,3.65,10.29,39.37,Asia,0.0,1.85
ISR,ISR,2006,22.83,1.85,60.78,0.0,0.0,0.07,4.07,10.4,40.56,Asia,0.0,1.98
ISR,ISR,2007,22.27,1.94,60.46,0.0,0.06,0.33,4.16,10.78,42.49,Asia,0.0,2.1
ISR,ISR,2008,22.01,1.1,60.63,0.0,0.0,0.03,5.08,11.15,43.84,Asia,0.0,2.21
ISR,ISR,2009,21.83,1.31,59.66,0.0,0.23,0.12,5.16,11.69,45.25,Asia,0.0,2.33
ISR,ISR,2010,21.3,0.89,59.17,0.0,0.0,0.68,6.31,11.65,46.84,Asia,0.0,2.42
ISR,ISR,2011,21.27,1.16,58.8,0.0,0.0,0.42,6.57,11.78,48.32,Asia,2.48,2.49
ISR,ISR,2012,20.46,0.84,58.91,0.0,0.16,0.45,7.07,12.11,49.97,Asia,3.24,2.56
ISR,ISR,2013,19.89,0.65,58.81,0.0,0.0,0.68,7.87,12.1,51.38,Asia,4.33,2.71
ISR,ISR,2014,19.69,1.02,57.9,0.0,0.0,0.87,8.14,12.38,53.35,Asia,6.18,2.79
ISR,ISR,2015,18.8,1.07,57.58,0.0,0.0,0.8,8.81,12.94,55.16,Asia,8.13,2.97
ISR,ISR,2016,18.83,0.69,57.33,0.0,0.0,0.97,9.45,12.73,57.06,Asia,10.83,3.0
ISR,ISR,2017,17.82,0.53,56.79,0.0,0.4,0.94,10.17,13.35,58.79,Asia,15.19,3.16
ISR,ISR,2018,17.8,0.83,56.82,0.0,0.21,0.45,10.77,13.12,61.54,Asia,18.85,3.18
ISR,ISR,2019,17.37,0.41,56.85,0.0,0.0,0.63,10.96,13.78,63.04,Asia,26.67,3.22
ISR,ISR,2020,16.73,0.49,55.87,0.0,0.13,0.96,11.54,14.28,65.37,Asia,37.47,3.44
ISR,ISR,2021,16.25,0.13,56.3,0.0,0.0,1.13,11.83,14.36,67.1,Asia,49.36,3.43
ISR,ISR,2022,16.05,0.43,55.48,0.0,0.0,0.92,12.88,14.24,69.8,Asia,65.73,3.57
ISR,ISR,2023,15.6,0.03,55.11,0.0,0.0,1.12,13.3,14.84,73.13,Asia,89.25,3.76
ISR,ISR,2024,14.98,0.14,55.42,0.0,0.0,0.98,13.6,14.88,74.75,Asia,120.57,3.91
ITA,ITA,2000,16.85,6.39,53.36,0.0,13.78,1.46,1.21,6.95,147.68,Europe,0.0,86.31
ITA,ITA,2001,16.25,6.15,53.32,0.0,13.91,1.44,1.62,7.31,151.01,Europe,0.0,96.76
ITA,ITA,2002,15.52,6.25,52.59,0.0,13.7,2.15,2.31,7.48,155.35,Europe,0.0,108.76
ITA,ITA,2003,15.22,5.7,52.03,0.0,13.79,2.53,3.18,7.55,159.15,Europe,0.0,121.29
ITA,ITA,2004,14.72,5.61,51.51,0.0,13.95,2.96,3.47,7.78,165.15,Europe,0.0,136.66
ITA,ITA,2005,13.73,5.79,51.93,0.0,13.77,3.11,3.69,7.98,167.75,Europe,0.0,151.4
ITA,ITA,2006,13.7,5.21,51.71,0.0,14.19,3.38,4.06,7.75,170.22,Europe,0.0,160.1
ITA,ITA,2007,12.98,5.46,50.64,0.0,13.72,3.92,4.93,8.35,178.19,Europe,0.0,171.61
ITA,ITA,2008,12.76,4.91,50.68,0.0,13.94,3.99,5.5,8.22,181.29,Europe,0.0,186.68
ITA,ITA,2009,12.08,5.48,49.86,0.0,13.86,4.74,5.82,8.16,186.17,Europe,0.0,201.12
ITA,ITA,2010,11.35,5.2,49.76,0.0,13.58,4.99,6.8,8.32,191.73,Europe,0.0,207.82
ITA,ITA,2011,10.72,5.27,49.06,0.0,13.65,5.37,7.28,8.65,197.51,Europe,19.78,221.32
ITA,ITA,2012,10.74,4.91,48.87,0.0,13.74,5.6,7.33,8.81,203.9,Europe,27.56,232.31
ITA,ITA,2013,9.86,4.56,48.98,0.0,13.38,5.67,8.33,9.22,208.97,Europe,36.0,251.34
ITA,ITA,2014,9.46,4.29,48.04,0.0,13.88,6.51,8.74,9.08,213.45,Europe,50.33,262.31
ITA,ITA,2015,8.94,4.32,47.86,0.0,13.82,6.46,8.94,9.66,221.61,Europe,67.76,279.35
ITA,ITA,2016,8.77,4.25,47.28,0.0,13.77,6.93,9.64,9.36,225.72,Europe,87.76,291.42
ITA,ITA,2017,7.71,4.2,47.48,0.0,14.01,7.09,10.1,9.41,232.85,Europe,122.25,297.09
ITA,ITA,2018,7.36,4.11,46.67,0.0,13.68,7.79,10.58,9.81,239.7,Europe,162.61,321.07
ITA,ITA,2019,6.56,4.03,46.29,0.0,14.01,7.98,11.09,10.04,246.14,Europe,224.26,321.9
ITA,ITA,2020,6.45,3.67,46.09,0.0,13.98,8.05,11.67,10.09,248.94,Europe,307.49,344.46
ITA,ITA,2021,5.82,3.68,45.77,0.0,13.72,8.25,12.34,10.42,258.25,Europe,400.04,355.06
ITA,ITA,2022,5.33,3.26,45.25,0.0,13.86,8.7,13.09,10.51,268.41,Europe,533.94,371.82
ITA,ITA,2023,5.0,3.12,45.07,0.0,13.91,9.01,13.55,10.34,271.56,Europe,729.86,393.84
ITA,ITA,2024,4.27,3.02,44.89,0.0,13.55,9.48,14.09,10.7,278.92,Europe,1010.51,392.91
JAM,JAM,2000,7.79,31.71,50.16,0.0,3.12,0.29,0.94,5.99,1.73,North America,0.0,2.74
JAM,JAM,2001,7.44,31.81,50.29,0.0,3.22,0.42,0.62,6.2,1.82,North America,0.0,2.87
JAM,JAM,2002,7.43,31.54,49.69,0.0,3.13,1.15,0.88,6.18,1.87,North America,0.0,3.03
JAM,JAM,2003,6.8,31.44,49.53,0.0,3.25,1.41,1.2,6.37,1.98,North America,0.0,3.06
JAM,JAM,2004,6.36,31.27,49.48,0.0,3.18,1.21,1.72,6.78,2.06,North America,0.0,3.36
JAM,JAM,2005,5.79,31.47,48.87,0.0,3.14,1.38,2.6,6.75,2.16,North America,0.0,3.51
JAM,JAM,2006,5.9,31.28,48.88,0.0,3.2,1.51,2.48,6.75,2.26,North America,0.0,3.65
JAM,JAM,2007,5.03,31.36,48.8,0.0,2.73,1.88,2.95,7.25,2.36,North America,0.0,3.85
JAM,JAM,2008,5.15,30.94,48.51,0.0,2.96,2.06,3.02,7.36,2.49,North America,0.0,3.87
JAM,JAM,2009,4.46,31.52,48.29,0.0,3.07,2.19,3.4,7.07,2.6,North America,0.0,4.16
JAM,JAM,2010,4.35,31.19,47.64,0.0,3.12,2.37,3.89,7.44,2.68,North America,0.0,4.2
JAM,JAM,2011,4.35,30.89,48.04,0.0,3.01,2.44,3.76,7.51,2.82,North America,0.27,4.4
JAM,JAM,2012,3.61,31.33,48.07,0.0,2.71,2.79,4.1,7.39,2.95,North America,0.39,4.59
JAM,JAM,2013,3.47,30.8,47.7,0.0,3.0,3.02,4.41,7.6,3.05,North America,0.49,4.62
JAM,JAM,2014,3.28,30.86,47.47,0.0,3.11,2.97,4.8,7.51,3.25,North America,0.66,4.8
JAM,JAM,2015,2.95,30.38,47.12,0.0,3.08,3.54,5.17,7.76,3.38,North America,0.92,5.12
JAM,JAM,2016,2.37,30.19,46.92,0.0,3.39,3.49,5.63,8.01,3.51,North America,1.23,5.19
JAM,JAM,2017,1.89,30.51,46.91,0.0,2.76,3.82,6.09,8.02,3.67,North America,1.66,5.41
JAM,JAM,2018,1.71,30.22,46.16,0.0,3.38,4.18,5.92,8.43,3.84,North America,2.25,5.47
JAM,JAM,2019,1.74,30.41,45.67,0.0,3.25,3.94,6.58,8.41,4.01,North America,3.02,5.56
JAM,JAM,2020,1.6,30.26,45.62,0.0,2.75,4.14,6.9,8.73,4.22,North America,4.17,5.77
JAM,JAM,2021,0.99,30.31,45.97,0.0,3.06,4.26,7.09,8.32,4.35,North America,5.27,6.0
JAM,JAM,2022,0.6,30.45,45.34,0.0,3.11,4.51,7.13,8.86,4.55,North America,7.38,6.0
JAM,JAM,2023,0.0,29.77,45.45,0.0,3.18,4.95,7.58,9.07,4.74,North America,9.9,6.37
JAM,JAM,2024,0.0,29.95,45.52,0.0,2.93,4.64,8.13,8.83,5.05,North America,13.74,6.42
JOR,JOR,2000,12.17,4.39,80.56,0.0,0.25,0.61,0.71,1.31,9.5,Asia,0.0,0.26
JOR,JOR,2001,11.46,4.16,79.79,0.0,0.0,1.15,1.93,1.51,9.87,Asia,0.0,0.29
JOR,JOR,2002,10.85,3.98,80.15,0.0,0.25,1.38,2.22,1.17,10.22,Asia,0.0,0.33
JOR,JOR,2003,10.47,4.18,79.48,0.0,0.0,1.3,3.13,1.44,10.53,Asia,0.0,0.36
JOR,JOR,2004,10.14,3.84,78.54,0.0,0.07,2.2,3.71,1.5,10.88,Asia,0.0,0.39
JOR,JOR,2005,9.67,3.56,78.89,0.0,0.0,2.11,4.6,1.17,11.35,Asia,0.0,0.42
JOR,JOR,2006,9.0,3.95,77.72,0.0,0.26,2.79,4.91,1.37,11.79,Asia,0.0,0.44
JOR,JOR,2007,8.34,3.38,77.45,0.0,0.24,3.14,5.88,1.57,12.17,Asia,0.0,0.48
JOR,JOR,2008,7.88,3.41,77.83,0.0,0.0,3.12,6.33,1.43,12.55,Asia,0.0,0.52
JOR,JOR,2009,7.9,3.36,76.88,0.0,0.0,3.54,6.67,1.65,12.92,Asia,0.0,0.54
JOR,JOR,2010,7.07,2.78,76.95,0.0,0.0,3.82,7.63,1.75,13.43,Asia,0.0,0.57
JOR,JOR,2011,7.13,3.02,75.25,0.0,0.0,4.33,8.54,1.73,13.94,Asia,1.1,0.61
JOR,JOR,2012,5.93,2.66,76.23,0.0,0.0,4.49,9.02,1.67,14.46,Asia,1.48,0.65
JOR,JOR,2013,5.81,2.48,75.81,0.0,0.0,4.68,9.64,1.58,14.88,Asia,2.01,0.67
JOR,JOR,2014,4.72,2.19,76.0,0.0,0.0,5.16,10.26,1.67,15.49,Asia,2.64,0.7
JOR,JOR,2015,4.5,2.47,75.28,0.0,0.0,4.89,11.1,1.76,16.01,Asia,3.79,0.73
JOR,JOR,2016,4.27,1.85,74.29,0.0,0.0,6.09,11.6,1.9,16.83,Asia,5.01,0.77
JOR,JOR,2017,3.78,1.88,74.45,0.0,0.0,5.78,12.24,1.87,17.3,Asia,6.64,0.78
JOR,JOR,2018,2.6,2.08,74.44,0.0,0.0,5.86,13.17,1.85,17.88,Asia,8.69,0.83
JOR,JOR,2019,2.15,1.58,74.11,0.0,0.0,6.45,13.93,1.78,18.31,Asia,11.97,0.84
JOR,JOR,2020,2.32,1.28,73.57,0.0,0.06,6.69,14.12,1.96,19.04,Asia,16.51,0.87
JOR,JOR,2021,1.85,1.4,72.75,0.0,0.0,6.77,14.96,2.27,19.83,Asia,22.31,0.9
JOR,JOR,2022,0.88,1.07,73.05,0.0,0.0,7.51,15.59,1.9,20.66,Asia,29.18,0.95
JOR,JOR,2023,0.05,1.29,73.04,0.0,0.0,7.45,16.08,2.09,21.27,Asia,39.57,0.99
JOR,JOR,2024,0.0,0.97,72.12,0.0,0.0,7.76,17.09,2.06,22.16,Asia,54.71,1.01
JPN,JPN,2000,36.13,4.45,37.4,8.99,7.71,0.21,0.89,4.22,508.08,Asia,0.0,295.59
JPN,JPN,2001,36.18,4.32,36.86,9.02,7.98,0.25,1.13,4.26,524.31,Asia,0.0,314.67
JPN,JPN,2002,35.92,4.44,36.75,8.89,7.73,0.07,1.59,4.61,534.03,Asia,0.0,320.76
JPN,JPN,2003,35.25,4.1,36.28,9.17,7.92,0.56,1.95,4.77,545.56,Asia,0.0,334.55
JPN,JPN,2004,35.17,4.29,36.32,8.93,8.11,0.54,2.18,4.46,557.87,Asia,0.0,342.88
JPN,JPN,2005,34.06,4.15,36.04,8.83,8.21,0.65,2.95,5.11,578.25,Asia,0.0,356.46
JPN,JPN,2006,34.19,4.32,35.69,9.26,7.93,0.57,3.47,4.57,594.59,Asia,0.0,374.64
JPN,JPN,2007,34.38,4.16,35.89,8.96,7.82,0.32,3.58,4.89,607.71,Asia,0.0,383.4
JPN,JPN,2008,33.97,3.75,35.84,9.14,7.98,0.5,3.81,5.01,625.35,Asia,0.0,394.37
JPN,JPN,2009,33.99,3.97,35.83,8.84,7.96,0.46,4.32,4.63,636.99,Asia,0.0,411.43
JPN,JPN,2010,33.09,3.71,35.55,9.12,7.57,0.48,5.36,5.12,652.46,Asia,0.0,433.78
JPN,JPN,2011,33.2,3.83,34.98,8.85,8.13,0.54,5.5,4.97,674.02,Asia,48.36,421.85
JPN,JPN,2012,33.28,4.13,34.96,8.68,7.75,0.39,5.55,5.26,685.79,Asia,61.26,450.1
JPN,JPN,2013,32.65,3.94,34.76,8.99,7.9,0.25,6.36,5.15,704.09,Asia,89.57,462.1
JPN,JPN,2014,32.24,3.76,34.75,8.88,7.85,0.69,6.45,5.38,731.2,Asia,117.13,477.75
JPN,JPN,2015,31.91,3.18,34.71,9.18,8.02,0.27,7.08,5.65,744.91,Asia,159.89,491.79
JPN,JPN,2016,31.73,3.58,33.87,9.2,8.0,0.78,7.55,5.29,764.49,Asia,215.39,514.17
JPN,JPN,2017,31.75,3.61,33.63,8.78,7.9,0.76,8.15,5.42,783.47,Asia,283.96,519.64
JPN,JPN,2018,31.55,3.62,33.84,8.35,7.87,0.61,8.49,5.67,806.16,Asia,390.03,536.84
JPN,JPN,2019,31.35,3.08,33.82,8.77,7.82,0.64,8.7,5.82,825.21,Asia,523.69,540.99
JPN,JPN,2020,31.03,2.87,33.58,9.21,8.17,0.76,9.03,5.35,844.56,Asia,721.92,559.32
JPN,JPN,2021,30.54,2.87,33.52,9.03,7.76,0.69,9.68,5.91,873.93,Asia,990.26,580.82
JPN,JPN,2022,30.12,3.33,32.98,8.93,7.85,1.03,10.3,5.46,896.24,Asia,1268.2,582.51
JPN,JPN,2023,30.16,3.16,32.66,8.89,7.91,0.95,10.5,5.77,916.05,Asia,1748.24,594.06
JPN,JPN,2024,29.93,3.0,32.79,8.63,8.17,0.78,10.77,5.93,937.39,Asia,2301.41,603.63
KAZ,KAZ,2000,67.53,1.46,21.29,0.0,8.97,0.39,0.36,0.0,56.84,Asia,0.0,46.56
KAZ,KAZ,2001,66.85,1.85,21.33,0.0,8.77,0.82,0.38,0.0,58.54,Asia,0.0,53.07
KAZ,KAZ,2002,66.86,1.91,21.59,0.0,9.12,0.26,0.13,0.13,60.1,Asia,0.0,59.29
KAZ,KAZ,2003,66.43,1.49,21.14,0.0,9.4,1.15,0.0,0.39,62.11,Asia,0.0,66.33
KAZ,KAZ,2004,66.33,1.48,21.32,0.0,8.71,1.46,0.42,0.28,63.82,Asia,0.0,71.86
KAZ,KAZ,2005,66.83,1.42,21.22,0.0,8.85,1.1,0.58,0.0,65.74,Asia,0.0,77.24
KAZ,KAZ,2006,66.57,1.57,21.36,0.0,8.82,1.24,0.31,0.13,67.61,Asia,0.0,83.74
KAZ,KAZ,2007,66.01,1.63,21.25,0.0,8.77,1.24,0.87,0.23,69.06,Asia,0.0,91.45
KAZ,KAZ,2008,66.27,1.2,21.04,0.0,9.04,1.38,0.95,0.12,72.34,Asia,0.0,98.51
KAZ,KAZ,2009,66.16,1.75,21.06,0.0,9.01,1.45,0.57,0.0,73.82,Asia,0.0,104.16
KAZ,KAZ,2010,66.06,1.44,20.95,0.0,8.99,1.73,0.83,0.0,76.29,Asia,0.0,109.32
KAZ,KAZ,2011,66.27,1.28,20.91,0.0,8.91,1.67,0.96,0.0,77.61,Asia,5.77,115.33
KAZ,KAZ,2012,65.62,1.4,21.01,0.0,9.15,1.82,0.86,0.14,81.24,Asia,7.94,124.07
KAZ,KAZ,2013,65.52,1.42,20.62,0.0,9.24,2.12,0.98,0.1,83.68,Asia,11.01,128.48
KAZ,KAZ,2014,65.83,1.07,20.6,0.0,8.98,2.15,1.3,0.07,85.28,Asia,14.04,131.62
KAZ,KAZ,2015,65.91,1.35,20.48,0.0,8.71,1.95,1.39,0.21,88.3,Asia,19.07,143.51
KAZ,KAZ,2016,65.45,1.13,20.35,0.0,9.17,2.46,1.44,0.0,90.54,Asia,27.04,146.8
KAZ,KAZ,2017,65.53,1.09,20.39,0.0,9.18,2.41,1.4,0.0,94.15,Asia,34.82,153.14
KAZ,KAZ,2018,65.64,0.98,20.33,0.0,8.71,2.75,1.58,0.01,96.17,Asia,47.88,166.49
KAZ,KAZ,2019,65.59,1.13,20.51,0.0,9.05,2.35,1.37,0.0,99.56,Asia,63.09,168.8
KAZ,KAZ,2020,65.32,1.27,20.32,0.0,8.96,2.55,1.58,0.0,102.25,Asia,89.51,170.45
KAZ,KAZ,2021,64.82,0.95,20.29,0.0,8.78,3.06,1.94,0.16,104.83,Asia,117.37,179.8
KAZ,KAZ,2022,64.98,0.98,20.26,0.0,9.17,2.68,1.91,0.02,108.68,Asia,164.91,186.47
KAZ,KAZ,2023,64.89,1.03,20.12,0.0,9.11,2.86,1.99,0.0,111.96,Asia,210.15,190.82
KAZ,KAZ,2024,65.23,1.14,19.82,0.0,8.67,2.99,1.93,0.22,114.57,Asia,289.06,197.69
KEN,KEN,2000,22.33,8.8,15.46,0.0,25.93,3.3,0.17,24.01,5.11,Africa,0.0,7.22
KEN,KEN,2001,21.84,8.22,14.37,0.0,26.05,4.14,0.36,25.02,5.38,Africa,0.0,7.85
KEN,KEN,2002,20.57,7.76,13.99,0.0,26.31,4.73,0.74,25.9,5.62,Africa,0.0,8.58
KEN,KEN,2003,19.62,8.3,13.42,0.0,25.58,5.32,0.66,27.1,5.83,Africa,0.0,9.16
KEN,KEN,2004,18.67,8.23,13.05,0.0,25.94,5.86,0.59,27.66,6.09,Africa,0.0,9.77
KEN,KEN,2005,17.77,8.25,12.04,0.0,25.9,6.63,0.75,28.66,6.36,Africa,0.0,10.67
KEN,KEN,2006,17.0,7.89,11.41,0.0,25.73,7.14,0.99,29.84,6.59,Africa,0.0,11.09
KEN,KEN,2007,15.91,7.78,10.69,0.0,26.16,7.69,1.19,30.58,6.89,Africa,0.0,11.8
KEN,KEN,2008,14.87,7.62,10.04,0.0,26.03,8.48,1.04,31.92,7.16,Africa,0.0,12.49
KEN,KEN,2009,13.68,7.76,9.65,0.0,26.2,8.73,1.22,32.76,7.41,Africa,0.0,13.32
KEN,KEN,2010,13.29,7.48,8.78,0.0,25.69,9.62,1.94,33.2,7.78,Africa,0.0,13.76
KEN,KEN,2011,12.14,7.53,8.29,0.0,25.63,10.21,1.56,34.64,8.14,Africa,0.7,14.3
KEN,KEN,2012,11.16,7.3,7.51,0.0,26.03,10.52,1.9,35.58,8.44,Africa,0.91,15.5
KEN,KEN,2013,10.53,7.4,6.79,0.0,25.93,11.46,1.64,36.25,8.77,Africa,1.2,15.94
KEN,KEN,2014,9.26,6.7,6.27,0.0,26.39,12.06,1.69,37.63,9.2,Africa,1.63,16.35
KEN,KEN,2015,8.56,7.08,6.02,0.0,25.77,12.19,1.83,38.55,9.63,Africa,2.15,17.14
KEN,KEN,2016,7.54,6.46,5.21,0.0,26.01,13.02,2.12,39.64,10.05,Africa,2.91,18.04
KEN,KEN,2017,6.63,7.09,4.13,0.0,25.92,13.94,2.04,40.25,10.49,Africa,4.01,18.64
KEN,KEN,2018,5.72,6.59,3.91,0.0,25.81,14.33,2.46,41.18,10.97,Africa,5.41,19.36
KEN,KEN,2019,5.27,6.69,3.13,0.0,25.67,14.96,2.51,41.77,11.38,Africa,7.32,19.58
KEN,KEN,2020,3.61,6.82,2.15,0.0,26.06,15.47,2.28,43.61,11.84,Africa,10.55,20.96
KEN,KEN,2021,3.15,6.35,2.0,0.0,25.83,16.13,2.43,44.11,12.28,Africa,13.21,20.97
KEN,KEN,2022,1.97,6.62,1.41,0.0,25.87,16.61,3.04,44.48,12.87,Africa,18.64,21.99
KEN,KEN,2023,1.01,6.14,1.3,0.0,25.96,17.37,2.83,45.39,13.42,Africa,24.34,22.53
KEN,KEN,2024,0.0,6.12,0.3,0.0,25.82,17.9,2.91,46.95,14.03,Africa,31.88,23.08
KGZ,KGZ,2000,7.2,0.69,6.59,0.0,83.36,0.0,0.12,2.04,5.72,Asia,0.0,9.8
KGZ,KGZ,2001,6.62,0.59,6.06,0.0,83.83,0.23,0.7,1.97,5.92,Asia,0.0,10.24
KGZ,KGZ,2002,6.53,0.3,6.06,0.0,83.78,0.31,0.74,2.28,6.2,Asia,0.0,11.29
KGZ,KGZ,2003,6.73,0.45,6.27,0.0,83.62,0.08,0.74,2.11,6.41,Asia,0.0,11.92
KGZ,KGZ,2004,6.51,0.39,6.14,0.0,84.0,0.02,0.67,2.27,6.84,Asia,0.0,12.8
KGZ,KGZ,2005,6.53,0.2,5.7,0.0,84.04,0.26,0.77,2.5,6.98,Asia,0.0,13.58
KGZ,KGZ,2006,6.62,0.38,6.17,0.0,83.25,0.0,1.23,2.35,7.31,Asia,0.0,14.63
KGZ,KGZ,2007,6.35,0.07,5.91,0.0,84.28,0.0,0.89,2.5,7.69,Asia,0.0,15.07
KGZ,KGZ,2008,6.33,0.22,5.62,0.0,84.1,0.14,1.1,2.49,8.08,Asia,0.0,16.02
KGZ,KGZ,2009,6.01,0.09,6.02,0.0,84.09,0.18,1.45,2.16,8.34,Asia,0.0,15.96
KGZ,KGZ,2010,5.89,0.17,5.55,0.0,84.28,0.1,1.57,2.44,8.78,Asia,0.0,17.67
KGZ,KGZ,2011,6.21,0.0,5.67,0.0,83.9,0.0,1.44,2.78,9.01,Asia,0.53,17.76
KGZ,KGZ,2012,5.84,0.0,5.54,0.0,84.56,0.0,1.34,2.72,9.38,Asia,0.73,19.0
KGZ,KGZ,2013,5.78,0.1,5.43,0.0,84.1,0.27,1.9,2.42,9.93,Asia,0.97,19.54
KGZ,KGZ,2014,5.93,0.53,5.4,0.0,83.67,0.0,2.03,2.44,10.41,Asia,1.32,20.56
KGZ,KGZ,2015,5.84,0.27,5.41,0.0,84.16,0.0,1.71,2.61,10.8,Asia,1.81,21.03
KGZ,KGZ,2016,5.4,0.3,5.27,0.0,83.89,0.07,2.31,2.76,11.33,Asia,2.48,21.61
KGZ,KGZ,2017,5.8,0.0,5.22,0.0,84.07,0.0,2.09,2.82,11.83,Asia,3.25,22.39
KGZ,KGZ,2018,5.18,0.16,5.36,0.0,83.86,0.24,2.38,2.82,12.47,Asia,4.35,23.22
KGZ,KGZ,2019,5.7,0.18,5.48,0.0,83.53,0.0,2.17,2.94,12.97,Asia,5.88,23.4
KGZ,KGZ,2020,5.38,0.0,5.36,0.0,83.34,0.0,2.47,3.45,13.52,Asia,7.94,25.06
KGZ,KGZ,2021,5.22,0.14,5.03,0.0,84.23,0.04,2.68,2.66,14.13,Asia,10.7,24.83
KGZ,KGZ,2022,4.99,0.0,5.35,0.0,84.08,0.08,2.83,2.67,14.65,Asia,14.51,25.81
KGZ,KGZ,2023,5.31,0.0,5.12,0.0,83.53,0.2,2.82,3.02,15.37,Asia,19.26,27.47
KGZ,KGZ,2024,5.0,0.0,5.02,0.0,84.43,0.0,2.95,2.6,16.0,Asia,25.73,27.29
KHM,KHM,2000,29.95,3.08,10.94,0.0,49.65,0.34,1.17,4.87,6.01,Asia,0.0,3.3
KHM,KHM,2001,29.97,2.92,10.79,0.0,50.16,0.17,1.43,4.56,6.12,Asia,0.0,3.51
KHM,KHM,2002,29.57,3.11,10.12,0.0,50.03,0.0,2.18,4.99,6.27,Asia,0.0,3.84
KHM,KHM,2003,29.49,2.55,10.12,0.0,50.14,0.0,2.51,5.19,6.38,Asia,0.0,4.06
KHM,KHM,2004,29.07,2.64,9.66,0.0,50.04,0.08,3.13,5.38,6.57,Asia,0.0,4.29
KHM,KHM,2005,28.77,2.49,9.49,0.0,49.71,0.02,4.05,5.47,6.74,Asia,0.0,4.6
KHM,KHM,2006,28.66,2.65,9.3,0.0,49.25,0.0,4.59,5.55,6.8,Asia,0.0,4.86
KHM,KHM,2007,27.55,2.58,9.13,0.0,49.93,0.06,5.14,5.61,6.97,Asia,0.0,5.03
KHM,KHM,2008,27.55,2.78,9.23,0.0,49.58,0.0,5.63,5.23,7.15,Asia,0.0,5.37
KHM,KHM,2009,26.91,2.19,8.85,0.0,49.85,0.0,6.38,5.82,7.32,Asia,0.0,5.53
KHM,KHM,2010,26.7,2.35,8.53,0.0,49.65,0.0,6.84,5.93,7.42,Asia,0.0,5.81
KHM,KHM,2011,26.36,2.25,8.42,0.0,49.92,0.0,7.53,5.52,7.56,Asia,0.42,6.06
KHM,KHM,2012,25.71,2.04,8.03,0.0,49.66,0.4,8.36,5.8,7.84,Asia,0.57,6.34
KHM,KHM,2013,26.01,1.78,7.72,0.0,50.34,0.02,8.3,5.83,7.98,Asia,0.77,6.58
KHM,KHM,2014,25.43,2.13,7.33,0.0,50.05,0.0,9.31,5.75,8.12,Asia,1.01,6.86
KHM,KHM,2015,25.06,1.83,7.42,0.0,50.02,0.0,9.61,6.06,8.31,Asia,1.4,6.9
KHM,KHM,2016,24.66,2.13,6.87,0.0,49.71,0.31,10.02,6.3,8.42,Asia,1.91,7.42
KHM,KHM,2017,24.51,1.53,6.64,0.0,49.97,0.0,11.0,6.35,8.69,Asia,2.47,7.79
KHM,KHM,2018,24.11,1.36,6.39,0.0,50.02,0.0,11.59,6.53,8.77,Asia,3.32,8.09
KHM,KHM,2019,23.24,1.78,6.25,0.0,50.08,0.07,12.01,6.57,9.1,Asia,4.65,8.2
KHM,KHM,2020,23.24,1.55,5.94,0.0,50.18,0.0,12.63,6.46,9.18,Asia,6.33,8.52
KHM,KHM,2021,23.14,1.15,5.68,0.0,49.9,0.07,13.29,6.77,9.42,Asia,8.64,8.56
KHM,KHM,2022,22.69,1.1,5.58,0.0,50.13,0.0,13.9,6.6,9.57,Asia,10.97,8.95
